Voxel_Number,X,Y,Z
19847,22,12,21
19848,22,12,22
19849,22,12,23
19850,22,12,24
19851,22,12,25
19852,22,12,26
19853,22,12,27
19854,22,12,28
19855,22,12,29
19856,22,12,30
19857,22,12,31
19858,22,12,32
19859,22,12,33
19860,22,12,34
19861,22,12,35
19862,22,12,36
19863,22,12,37
19864,22,12,38
19865,22,13,11
19866,22,13,12
19867,22,13,13
19868,22,13,14
19869,22,13,15
19870,22,13,16
19871,22,13,17
19872,22,13,18
19873,22,13,19
19874,22,13,20
19875,22,13,21
19876,22,13,22
19877,22,13,23
19878,22,13,24
19879,22,13,25
19880,22,13,26
19881,22,13,27
19882,22,13,28
19883,22,13,29
19884,22,13,30
19885,22,13,31
19886,22,13,32
19887,22,13,33
19888,22,13,34
19889,22,13,35
19890,22,13,36
19891,22,13,37
19892,22,13,38
19893,22,13,39
19894,22,13,40
19895,22,14,9
19896,22,14,10
19897,22,14,11
19898,22,14,12
19899,22,14,13
19900,22,14,14
19901,22,14,16
19902,22,14,17
19903,22,14,18
19904,22,14,19
19905,22,14,20
19906,22,14,21
19907,22,14,22
19908,22,14,23
19909,22,14,24
19910,22,14,25
19911,22,14,26
19912,22,14,27
19913,22,14,28
19914,22,14,29
19915,22,14,30
19916,22,14,31
19917,22,14,32
19918,22,14,33
19919,22,14,34
19920,22,14,35
19921,22,14,36
19922,22,14,37
19923,22,14,38
19924,22,14,39
19925,22,14,40
19926,22,14,41
19927,22,15,7
19928,22,15,8
19929,22,15,9
19930,22,15,10
19931,22,15,11
19932,22,15,12
19933,22,15,13
19934,22,15,14
19935,22,15,15
19936,22,15,17
19937,22,15,18
19938,22,15,19
19939,22,15,20
19940,22,15,21
19941,22,15,22
19942,22,15,23
19943,22,15,24
19944,22,15,25
19945,22,15,26
19946,22,15,27
19947,22,15,28
19948,22,15,29
19949,22,15,30
19950,22,15,31
19951,22,15,32
19952,22,15,33
19953,22,15,34
19954,22,15,35
19955,22,15,36
19956,22,15,37
19957,22,15,38
19958,22,15,39
19959,22,15,40
19960,22,15,41
19961,22,15,42
19962,22,16,6
19963,22,16,7
19964,22,16,8
19965,22,16,9
19966,22,16,10
19967,22,16,11
19968,22,16,12
19969,22,16,13
19970,22,16,14
19971,22,16,15
19972,22,16,16
19973,22,16,17
19974,22,16,18
19975,22,16,19
19976,22,16,20
19977,22,16,21
19978,22,16,22
19979,22,16,23
19980,22,16,24
19981,22,16,25
19982,22,16,26
19983,22,16,27
19984,22,16,28
19985,22,16,29
19986,22,16,30
19987,22,16,31
19988,22,16,32
19989,22,16,33
19990,22,16,34
19991,22,16,35
19992,22,16,36
19993,22,16,37
19994,22,16,38
19995,22,16,39
19996,22,16,40
19997,22,16,41
19998,22,16,42
19999,22,16,43
20000,22,17,5
20001,22,17,6
20002,22,17,7
20003,22,17,8
20004,22,17,9
20005,22,17,10
20006,22,17,11
20007,22,17,12
20008,22,17,13
20009,22,17,14
20010,22,17,15
20011,22,17,16
20012,22,17,17
20013,22,17,18
20014,22,17,19
20015,22,17,20
20016,22,17,21
20017,22,17,22
20018,22,17,23
20019,22,17,24
20020,22,17,25
20021,22,17,26
20022,22,17,27
20023,22,17,28
20024,22,17,29
20025,22,17,30
20026,22,17,31
20027,22,17,32
20028,22,17,33
20029,22,17,34
20030,22,17,35
20031,22,17,36
20032,22,17,37
20033,22,17,38
20034,22,17,39
20035,22,17,40
20036,22,17,41
20037,22,17,42
20038,22,17,43
20039,22,17,44
20040,22,18,5
20041,22,18,6
20042,22,18,7
20043,22,18,8
20044,22,18,9
20045,22,18,10
20046,22,18,11
20047,22,18,12
20048,22,18,13
20049,22,18,14
20050,22,18,15
20051,22,18,16
20052,22,18,17
20053,22,18,18
20054,22,18,19
20055,22,18,20
20056,22,18,21
20057,22,18,22
20058,22,18,23
20059,22,18,24
20060,22,18,25
20061,22,18,26
20062,22,18,27
20063,22,18,28
20064,22,18,29
20065,22,18,30
20066,22,18,31
20067,22,18,32
20068,22,18,33
20069,22,18,34
20070,22,18,35
20071,22,18,36
20072,22,18,37
20073,22,18,38
20074,22,18,39
20075,22,18,40
20076,22,18,41
20077,22,18,42
20078,22,18,43
20079,22,18,44
20080,22,19,4
20081,22,19,5
20082,22,19,6
20083,22,19,7
20084,22,19,8
20085,22,19,9
20086,22,19,10
20087,22,19,11
20088,22,19,12
20089,22,19,13
20090,22,19,14
20091,22,19,15
20092,22,19,16
20093,22,19,17
20094,22,19,18
20095,22,19,19
20096,22,19,20
20097,22,19,21
20098,22,19,22
20099,22,19,23
20100,22,19,24
20101,22,19,25
20102,22,19,26
20103,22,19,27
20104,22,19,28
20105,22,19,29
20106,22,19,30
20107,22,19,31
20108,22,19,32
20109,22,19,33
20110,22,19,34
20111,22,19,35
20112,22,19,36
20113,22,19,37
20114,22,19,38
20115,22,19,39
20116,22,19,40
20117,22,19,41
20118,22,19,42
20119,22,19,43
20120,22,19,44
20121,22,19,45
20122,22,19,46
20123,22,20,4
20124,22,20,5
20125,22,20,6
20126,22,20,7
20127,22,20,8
20128,22,20,9
20129,22,20,10
20130,22,20,11
20131,22,20,12
20132,22,20,13
20133,22,20,14
20134,22,20,15
20135,22,20,16
20136,22,20,17
20137,22,20,18
20138,22,20,19
20139,22,20,20
20140,22,20,21
20141,22,20,22
20142,22,20,23
20143,22,20,24
20144,22,20,25
20145,22,20,26
20146,22,20,27
20147,22,20,28
20148,22,20,29
20149,22,20,30
20150,22,20,31
20151,22,20,32
20152,22,20,33
20153,22,20,34
20154,22,20,35
20155,22,20,36
20156,22,20,37
20157,22,20,38
20158,22,20,39
20159,22,20,40
20160,22,20,41
20161,22,20,42
20162,22,20,43
20163,22,20,44
20164,22,20,45
20165,22,20,46
20166,22,20,47
20167,22,21,4
20168,22,21,5
20169,22,21,6
20170,22,21,7
20171,22,21,8
20172,22,21,9
20173,22,21,10
20174,22,21,11
20175,22,21,12
20176,22,21,13
20177,22,21,14
20178,22,21,15
20179,22,21,16
20180,22,21,17
20181,22,21,18
20182,22,21,19
20183,22,21,20
20184,22,21,21
20185,22,21,22
20186,22,21,23
20187,22,21,24
20188,22,21,25
20189,22,21,26
20190,22,21,27
20191,22,21,28
20192,22,21,29
20193,22,21,30
20194,22,21,31
20195,22,21,32
20196,22,21,33
20197,22,21,34
20198,22,21,35
20199,22,21,36
20200,22,21,37
20201,22,21,38
20202,22,21,39
20203,22,21,40
20204,22,21,41
20205,22,21,42
20206,22,21,43
20207,22,21,44
20208,22,21,45
20209,22,21,46
20210,22,21,47
20211,22,22,4
20212,22,22,5
20213,22,22,6
20214,22,22,7
20215,22,22,8
20216,22,22,9
20217,22,22,10
20218,22,22,11
20219,22,22,12
20220,22,22,13
20221,22,22,14
20222,22,22,15
20223,22,22,16
20224,22,22,17
20225,22,22,18
20226,22,22,19
20227,22,22,20
20228,22,22,21
20229,22,22,22
20230,22,22,23
20231,22,22,24
20232,22,22,25
20233,22,22,26
20234,22,22,27
20235,22,22,28
20236,22,22,29
20237,22,22,30
20238,22,22,31
20239,22,22,32
20240,22,22,33
20241,22,22,34
20242,22,22,35
20243,22,22,36
20244,22,22,37
20245,22,22,38
20246,22,22,39
20247,22,22,40
20248,22,22,41
20249,22,22,42
20250,22,22,43
20251,22,22,44
20252,22,22,45
20253,22,22,46
20254,22,22,47
20255,22,23,4
20256,22,23,5
20257,22,23,6
20258,22,23,7
20259,22,23,8
20260,22,23,9
20261,22,23,10
20262,22,23,11
20263,22,23,12
20264,22,23,13
20265,22,23,14
20266,22,23,15
20267,22,23,16
20268,22,23,17
20269,22,23,18
20270,22,23,19
20271,22,23,20
20272,22,23,21
20273,22,23,22
20274,22,23,23
20275,22,23,24
20276,22,23,25
20277,22,23,26
20278,22,23,27
20279,22,23,28
20280,22,23,29
20281,22,23,30
20282,22,23,31
20283,22,23,32
20284,22,23,33
20285,22,23,34
20286,22,23,35
20287,22,23,36
20288,22,23,37
20289,22,23,38
20290,22,23,39
20291,22,23,40
20292,22,23,41
20293,22,23,42
20294,22,23,43
20295,22,23,44
20296,22,23,45
20297,22,23,46
20298,22,23,47
20299,22,24,4
20300,22,24,5
20301,22,24,6
20302,22,24,7
20303,22,24,8
20304,22,24,9
20305,22,24,10
20306,22,24,11
20307,22,24,12
20308,22,24,13
20309,22,24,14
20310,22,24,15
20311,22,24,16
20312,22,24,17
20313,22,24,18
20314,22,24,19
20315,22,24,20
20316,22,24,21
20317,22,24,22
20318,22,24,23
20319,22,24,24
20320,22,24,25
20321,22,24,26
20322,22,24,27
20323,22,24,28
20324,22,24,29
20325,22,24,30
20326,22,24,31
20327,22,24,32
20328,22,24,33
20329,22,24,34
20330,22,24,35
20331,22,24,36
20332,22,24,37
20333,22,24,38
20334,22,24,39
20335,22,24,40
20336,22,24,41
20337,22,24,42
20338,22,24,43
20339,22,24,44
20340,22,24,45
20341,22,24,46
20342,22,24,47
20343,22,25,4
20344,22,25,5
20345,22,25,6
20346,22,25,7
20347,22,25,8
20348,22,25,9
20349,22,25,10
20350,22,25,11
20351,22,25,12
20352,22,25,13
20353,22,25,14
20354,22,25,15
20355,22,25,16
20356,22,25,17
20357,22,25,18
20358,22,25,19
20359,22,25,20
20360,22,25,21
20361,22,25,22
20362,22,25,23
20363,22,25,24
20364,22,25,25
20365,22,25,26
20366,22,25,27
20367,22,25,28
20368,22,25,29
20369,22,25,30
20370,22,25,31
20371,22,25,32
20372,22,25,33
20373,22,25,34
20374,22,25,35
20375,22,25,36
20376,22,25,37
20377,22,25,38
20378,22,25,39
20379,22,25,40
20380,22,25,41
20381,22,25,42
20382,22,25,43
20383,22,25,44
20384,22,25,45
20385,22,25,46
20386,22,25,47
20387,22,25,48
20388,22,25,49
20389,22,26,4
20390,22,26,5
20391,22,26,6
20392,22,26,7
20393,22,26,8
20394,22,26,9
20395,22,26,10
20396,22,26,11
20397,22,26,12
20398,22,26,13
20399,22,26,14
20400,22,26,15
20401,22,26,16
20402,22,26,17
20403,22,26,18
20404,22,26,19
20405,22,26,20
20406,22,26,21
20407,22,26,22
20408,22,26,23
20409,22,26,24
20410,22,26,25
20411,22,26,26
20412,22,26,27
20413,22,26,28
20414,22,26,29
20415,22,26,30
20416,22,26,31
20417,22,26,32
20418,22,26,33
20419,22,26,34
20420,22,26,35
20421,22,26,36
20422,22,26,37
20423,22,26,38
20424,22,26,39
20425,22,26,40
20426,22,26,41
20427,22,26,42
20428,22,26,43
20429,22,26,44
20430,22,26,45
20431,22,26,46
20432,22,26,47
20433,22,26,48
20434,22,26,49
20435,22,27,4
20436,22,27,5
20437,22,27,6
20438,22,27,7
20439,22,27,8
20440,22,27,9
20441,22,27,10
20442,22,27,11
20443,22,27,12
20444,22,27,13
20445,22,27,14
20446,22,27,15
20447,22,27,16
20448,22,27,17
20449,22,27,18
20450,22,27,19
20451,22,27,20
20452,22,27,21
20453,22,27,22
20454,22,27,23
20455,22,27,24
20456,22,27,25
20457,22,27,27
20458,22,27,28
20459,22,27,29
20460,22,27,30
20461,22,27,31
20462,22,27,32
20463,22,27,33
20464,22,27,34
20465,22,27,35
20466,22,27,36
20467,22,27,37
20468,22,27,38
20469,22,27,39
20470,22,27,40
20471,22,27,41
20472,22,27,42
20473,22,27,43
20474,22,27,44
20475,22,27,45
20476,22,27,46
20477,22,27,47
20478,22,27,48
20479,22,27,49
20480,22,27,50
20481,22,28,4
20482,22,28,5
20483,22,28,6
20484,22,28,7
20485,22,28,8
20486,22,28,9
20487,22,28,10
20488,22,28,11
20489,22,28,12
20490,22,28,13
20491,22,28,14
20492,22,28,15
20493,22,28,16
20494,22,28,17
20495,22,28,18
20496,22,28,19
20497,22,28,20
20498,22,28,21
20499,22,28,22
20500,22,28,23
20501,22,28,24
20502,22,28,25
20503,22,28,26
20504,22,28,27
20505,22,28,30
20506,22,28,31
20507,22,28,32
20508,22,28,33
20509,22,28,34
20510,22,28,35
20511,22,28,36
20512,22,28,37
20513,22,28,38
20514,22,28,39
20515,22,28,40
20516,22,28,41
20517,22,28,42
20518,22,28,43
20519,22,28,44
20520,22,28,45
20521,22,28,46
20522,22,28,47
20523,22,28,48
20524,22,28,49
20525,22,28,50
20526,22,29,5
20527,22,29,6
20528,22,29,7
20529,22,29,8
20530,22,29,9
20531,22,29,10
20532,22,29,11
20533,22,29,12
20534,22,29,13
20535,22,29,14
20536,22,29,15
20537,22,29,16
20538,22,29,17
20539,22,29,18
20540,22,29,19
20541,22,29,20
20542,22,29,21
20543,22,29,22
20544,22,29,23
20545,22,29,24
20546,22,29,25
20547,22,29,26
20548,22,29,27
20549,22,29,28
20550,22,29,30
20551,22,29,31
20552,22,29,32
20553,22,29,33
20554,22,29,34
20555,22,29,35
20556,22,29,36
20557,22,29,37
20558,22,29,38
20559,22,29,39
20560,22,29,40
20561,22,29,41
20562,22,29,42
20563,22,29,43
20564,22,29,44
20565,22,29,45
20566,22,29,46
20567,22,29,47
20568,22,29,48
20569,22,29,49
20570,22,29,50
20571,22,30,7
20572,22,30,8
20573,22,30,9
20574,22,30,10
20575,22,30,11
20576,22,30,12
20577,22,30,13
20578,22,30,14
20579,22,30,15
20580,22,30,16
20581,22,30,17
20582,22,30,18
20583,22,30,19
20584,22,30,20
20585,22,30,21
20586,22,30,22
20587,22,30,23
20588,22,30,24
20589,22,30,25
20590,22,30,26
20591,22,30,27
20592,22,30,28
20593,22,30,29
20594,22,30,30
20595,22,30,31
20596,22,30,32
20597,22,30,33
20598,22,30,34
20599,22,30,35
20600,22,30,36
20601,22,30,37
20602,22,30,38
20603,22,30,39
20604,22,30,40
20605,22,30,41
20606,22,30,42
20607,22,30,43
20608,22,30,44
20609,22,30,45
20610,22,30,46
20611,22,30,47
20612,22,30,48
20613,22,30,49
20614,22,30,50
20615,22,31,7
20616,22,31,8
20617,22,31,9
20618,22,31,10
20619,22,31,11
20620,22,31,12
20621,22,31,13
20622,22,31,14
20623,22,31,16
20624,22,31,17
20625,22,31,18
20626,22,31,19
20627,22,31,20
20628,22,31,21
20629,22,31,22
20630,22,31,23
20631,22,31,24
20632,22,31,25
20633,22,31,26
20634,22,31,27
20635,22,31,28
20636,22,31,29
20637,22,31,30
20638,22,31,31
20639,22,31,32
20640,22,31,33
20641,22,31,34
20642,22,31,35
20643,22,31,36
20644,22,31,37
20645,22,31,38
20646,22,31,39
20647,22,31,40
20648,22,31,41
20649,22,31,42
20650,22,31,43
20651,22,31,44
20652,22,31,45
20653,22,31,46
20654,22,31,47
20655,22,31,48
20656,22,31,49
20657,22,31,50
20658,22,32,13
20659,22,32,14
20660,22,32,15
20661,22,32,16
20662,22,32,17
20663,22,32,18
20664,22,32,19
20665,22,32,20
20666,22,32,21
20667,22,32,22
20668,22,32,23
20669,22,32,24
20670,22,32,25
20671,22,32,26
20672,22,32,27
20673,22,32,28
20674,22,32,29
20675,22,32,30
20676,22,32,31
20677,22,32,32
20678,22,32,33
20679,22,32,34
20680,22,32,35
20681,22,32,36
20682,22,32,37
20683,22,32,38
20684,22,32,39
20685,22,32,40
20686,22,32,41
20687,22,32,42
20688,22,32,43
20689,22,32,44
20690,22,32,45
20691,22,32,46
20692,22,32,47
20693,22,32,48
20694,22,33,14
20695,22,33,15
20696,22,33,16
20697,22,33,17
20698,22,33,18
20699,22,33,19
20700,22,33,20
20701,22,33,21
20702,22,33,22
20703,22,33,23
20704,22,33,24
20705,22,33,25
20706,22,33,26
20707,22,33,27
20708,22,33,28
20709,22,33,29
20710,22,33,30
20711,22,33,31
20712,22,33,32
20713,22,33,33
20714,22,33,34
20715,22,33,35
20716,22,33,36
20717,22,33,37
20718,22,33,38
20719,22,33,39
20720,22,33,40
20721,22,33,41
20722,22,33,42
20723,22,33,43
20724,22,33,44
20725,22,33,45
20726,22,33,46
20727,22,33,47
20728,22,33,48
20729,22,34,13
20730,22,34,14
20731,22,34,15
20732,22,34,16
20733,22,34,17
20734,22,34,18
20735,22,34,19
20736,22,34,20
20737,22,34,21
20738,22,34,22
20739,22,34,23
20740,22,34,24
20741,22,34,25
20742,22,34,26
20743,22,34,27
20744,22,34,28
20745,22,34,29
20746,22,34,30
20747,22,34,31
20748,22,34,32
20749,22,34,33
20750,22,34,34
20751,22,34,35
20752,22,34,36
20753,22,34,37
20754,22,34,38
20755,22,34,39
20756,22,34,40
20757,22,34,41
20758,22,34,42
20759,22,34,43
20760,22,34,44
20761,22,34,45
20762,22,34,46
20763,22,34,47
20764,22,34,48
20765,22,35,13
20766,22,35,14
20767,22,35,15
20768,22,35,16
20769,22,35,17
20770,22,35,18
20771,22,35,19
20772,22,35,20
20773,22,35,21
20774,22,35,22
20775,22,35,23
20776,22,35,24
20777,22,35,25
20778,22,35,26
20779,22,35,27
20780,22,35,28
20781,22,35,29
20782,22,35,30
20783,22,35,31
20784,22,35,32
20785,22,35,33
20786,22,35,34
20787,22,35,35
20788,22,35,36
20789,22,35,37
20790,22,35,38
20791,22,35,39
20792,22,35,40
20793,22,35,41
20794,22,35,42
20795,22,35,43
20796,22,35,44
20797,22,35,45
20798,22,35,46
20799,22,35,47
20800,22,35,48
20801,22,35,49
20802,22,36,12
20803,22,36,13
20804,22,36,14
20805,22,36,15
20806,22,36,16
20807,22,36,17
20808,22,36,18
20809,22,36,19
20810,22,36,20
20811,22,36,21
20812,22,36,22
20813,22,36,23
20814,22,36,24
20815,22,36,25
20816,22,36,26
20817,22,36,27
20818,22,36,28
20819,22,36,29
20820,22,36,30
20821,22,36,31
20822,22,36,32
20823,22,36,33
20824,22,36,34
20825,22,36,35
20826,22,36,36
20827,22,36,37
20828,22,36,38
20829,22,36,39
20830,22,36,40
20831,22,36,41
20832,22,36,42
20833,22,36,43
20834,22,36,44
20835,22,36,45
20836,22,36,46
20837,22,36,47
20838,22,36,48
20839,22,36,49
20840,22,37,9
20841,22,37,10
20842,22,37,11
20843,22,37,12
20844,22,37,13
20845,22,37,14
20846,22,37,15
20847,22,37,16
20848,22,37,17
20849,22,37,18
20850,22,37,19
20851,22,37,20
20852,22,37,21
20853,22,37,22
20854,22,37,23
20855,22,37,24
20856,22,37,25
20857,22,37,26
20858,22,37,27
20859,22,37,28
20860,22,37,29
20861,22,37,30
20862,22,37,31
20863,22,37,32
20864,22,37,33
20865,22,37,34
20866,22,37,35
20867,22,37,36
20868,22,37,37
20869,22,37,38
20870,22,37,39
20871,22,37,40
20872,22,37,41
20873,22,37,42
20874,22,37,43
20875,22,37,44
20876,22,37,45
20877,22,37,46
20878,22,37,47
20879,22,37,48
20880,22,37,49
20881,22,38,8
20882,22,38,9
20883,22,38,10
20884,22,38,11
20885,22,38,12
20886,22,38,13
20887,22,38,14
20888,22,38,15
20889,22,38,16
20890,22,38,17
20891,22,38,18
20892,22,38,19
20893,22,38,20
20894,22,38,21
20895,22,38,22
20896,22,38,23
20897,22,38,24
20898,22,38,25
20899,22,38,26
20900,22,38,27
20901,22,38,28
20902,22,38,29
20903,22,38,30
20904,22,38,31
20905,22,38,32
20906,22,38,33
20907,22,38,34
20908,22,38,35
20909,22,38,36
20910,22,38,37
20911,22,38,38
20912,22,38,39
20913,22,38,40
20914,22,38,41
20915,22,38,42
20916,22,38,43
20917,22,38,44
20918,22,38,45
20919,22,38,46
20920,22,38,47
20921,22,38,48
20922,22,38,49
20923,22,39,8
20924,22,39,9
20925,22,39,10
20926,22,39,11
20927,22,39,12
20928,22,39,13
20929,22,39,14
20930,22,39,15
20931,22,39,16
20932,22,39,17
20933,22,39,18
20934,22,39,19
20935,22,39,20
20936,22,39,21
20937,22,39,22
20938,22,39,23
20939,22,39,24
20940,22,39,25
20941,22,39,26
20942,22,39,27
20943,22,39,28
20944,22,39,29
20945,22,39,30
20946,22,39,31
20947,22,39,32
20948,22,39,33
20949,22,39,34
20950,22,39,35
20951,22,39,36
20952,22,39,37
20953,22,39,38
20954,22,39,39
20955,22,39,40
20956,22,39,41
20957,22,39,42
20958,22,39,43
20959,22,39,44
20960,22,39,45
20961,22,39,46
20962,22,39,47
20963,22,39,48
20964,22,39,49
20965,22,40,7
20966,22,40,8
20967,22,40,9
20968,22,40,10
20969,22,40,11
20970,22,40,12
20971,22,40,13
20972,22,40,14
20973,22,40,15
20974,22,40,16
20975,22,40,17
20976,22,40,18
20977,22,40,19
20978,22,40,20
20979,22,40,21
20980,22,40,22
20981,22,40,23
20982,22,40,24
20983,22,40,25
20984,22,40,26
20985,22,40,27
20986,22,40,28
20987,22,40,29
20988,22,40,30
20989,22,40,31
20990,22,40,32
20991,22,40,33
20992,22,40,34
20993,22,40,35
20994,22,40,36
20995,22,40,37
20996,22,40,38
20997,22,40,39
20998,22,40,40
20999,22,40,41
21000,22,40,42
21001,22,40,43
21002,22,40,44
21003,22,40,45
21004,22,40,46
21005,22,40,47
21006,22,40,48
21007,22,41,6
21008,22,41,7
21009,22,41,8
21010,22,41,9
21011,22,41,10
21012,22,41,11
21013,22,41,12
21014,22,41,13
21015,22,41,14
21016,22,41,15
21017,22,41,16
21018,22,41,17
21019,22,41,18
21020,22,41,19
21021,22,41,20
21022,22,41,21
21023,22,41,22
21024,22,41,23
21025,22,41,24
21026,22,41,25
21027,22,41,26
21028,22,41,27
21029,22,41,28
21030,22,41,29
21031,22,41,30
21032,22,41,31
21033,22,41,32
21034,22,41,33
21035,22,41,34
21036,22,41,35
21037,22,41,36
21038,22,41,37
21039,22,41,38
21040,22,41,39
21041,22,41,40
21042,22,41,41
21043,22,41,42
21044,22,41,43
21045,22,41,44
21046,22,41,45
21047,22,41,46
21048,22,41,47
21049,22,41,48
21050,22,42,6
21051,22,42,7
21052,22,42,8
21053,22,42,9
21054,22,42,10
21055,22,42,11
21056,22,42,12
21057,22,42,13
21058,22,42,14
21059,22,42,15
21060,22,42,16
21061,22,42,17
21062,22,42,18
21063,22,42,19
21064,22,42,20
21065,22,42,21
21066,22,42,22
21067,22,42,23
21068,22,42,24
21069,22,42,25
21070,22,42,26
21071,22,42,27
21072,22,42,28
21073,22,42,29
21074,22,42,30
21075,22,42,31
21076,22,42,32
21077,22,42,33
21078,22,42,34
21079,22,42,35
21080,22,42,36
21081,22,42,37
21082,22,42,38
21083,22,42,39
21084,22,42,40
21085,22,42,41
21086,22,42,42
21087,22,42,43
21088,22,42,44
21089,22,42,45
21090,22,42,46
21091,22,42,47
21092,22,42,48
21093,22,43,6
21094,22,43,7
21095,22,43,8
21096,22,43,9
21097,22,43,10
21098,22,43,11
21099,22,43,12
21100,22,43,13
21101,22,43,14
21102,22,43,15
21103,22,43,16
21104,22,43,17
21105,22,43,18
21106,22,43,19
21107,22,43,20
21108,22,43,21
21109,22,43,22
21110,22,43,23
21111,22,43,24
21112,22,43,25
21113,22,43,26
21114,22,43,27
21115,22,43,28
21116,22,43,29
21117,22,43,30
21118,22,43,31
21119,22,43,32
21120,22,43,33
21121,22,43,34
21122,22,43,35
21123,22,43,36
21124,22,43,37
21125,22,43,38
21126,22,43,39
21127,22,43,40
21128,22,43,41
21129,22,43,42
21130,22,43,43
21131,22,43,44
21132,22,43,45
21133,22,43,46
21134,22,43,47
21135,22,43,48
21136,22,44,7
21137,22,44,8
21138,22,44,9
21139,22,44,10
21140,22,44,11
21141,22,44,12
21142,22,44,13
21143,22,44,14
21144,22,44,15
21145,22,44,16
21146,22,44,17
21147,22,44,18
21148,22,44,19
21149,22,44,20
21150,22,44,21
21151,22,44,22
21152,22,44,23
21153,22,44,24
21154,22,44,25
21155,22,44,26
21156,22,44,27
21157,22,44,28
21158,22,44,29
21159,22,44,30
21160,22,44,31
21161,22,44,32
21162,22,44,33
21163,22,44,34
21164,22,44,35
21165,22,44,36
21166,22,44,37
21167,22,44,38
21168,22,44,39
21169,22,44,40
21170,22,44,41
21171,22,44,42
21172,22,44,43
21173,22,44,44
21174,22,44,45
21175,22,44,46
21176,22,44,47
21177,22,44,48
21178,22,45,7
21179,22,45,8
21180,22,45,9
21181,22,45,10
21182,22,45,11
21183,22,45,12
21184,22,45,13
21185,22,45,14
21186,22,45,15
21187,22,45,16
21188,22,45,17
21189,22,45,18
21190,22,45,19
21191,22,45,20
21192,22,45,21
21193,22,45,22
21194,22,45,23
21195,22,45,24
21196,22,45,25
21197,22,45,26
21198,22,45,27
21199,22,45,28
21200,22,45,29
21201,22,45,30
21202,22,45,31
21203,22,45,32
21204,22,45,33
21205,22,45,34
21206,22,45,35
21207,22,45,36
21208,22,45,37
21209,22,45,38
21210,22,45,39
21211,22,45,40
21212,22,45,41
21213,22,45,42
21214,22,45,43
21215,22,45,44
21216,22,45,45
21217,22,45,46
21218,22,45,47
21219,22,46,8
21220,22,46,9
21221,22,46,10
21222,22,46,11
21223,22,46,12
21224,22,46,13
21225,22,46,15
21226,22,46,16
21227,22,46,17
21228,22,46,18
21229,22,46,19
21230,22,46,20
21231,22,46,21
21232,22,46,22
21233,22,46,23
21234,22,46,24
21235,22,46,25
21236,22,46,26
21237,22,46,27
21238,22,46,28
21239,22,46,29
21240,22,46,30
21241,22,46,31
21242,22,46,32
21243,22,46,33
21244,22,46,34
21245,22,46,35
21246,22,46,36
21247,22,46,37
21248,22,46,38
21249,22,46,39
21250,22,46,40
21251,22,46,41
21252,22,46,42
21253,22,46,43
21254,22,46,44
21255,22,46,45
21256,22,46,46
21257,22,46,47
21258,22,47,8
21259,22,47,9
21260,22,47,10
21261,22,47,11
21262,22,47,12
21263,22,47,15
21264,22,47,16
21265,22,47,17
21266,22,47,18
21267,22,47,19
21268,22,47,20
21269,22,47,21
21270,22,47,22
21271,22,47,23
21272,22,47,24
21273,22,47,25
21274,22,47,26
21275,22,47,27
21276,22,47,28
21277,22,47,29
21278,22,47,30
21279,22,47,31
21280,22,47,32
21281,22,47,33
21282,22,47,34
21283,22,47,35
21284,22,47,36
21285,22,47,37
21286,22,47,38
21287,22,47,39
21288,22,47,40
21289,22,47,41
21290,22,47,42
21291,22,47,43
21292,22,47,44
21293,22,47,45
21294,22,47,46
21295,22,47,47
21296,22,48,10
21297,22,48,11
21298,22,48,12
21299,22,48,16
21300,22,48,17
21301,22,48,18
21302,22,48,19
21303,22,48,20
21304,22,48,21
21305,22,48,22
21306,22,48,23
21307,22,48,24
21308,22,48,25
21309,22,48,26
21310,22,48,27
21311,22,48,28
21312,22,48,29
21313,22,48,30
21314,22,48,31
21315,22,48,32
21316,22,48,33
21317,22,48,34
21318,22,48,35
21319,22,48,36
21320,22,48,37
21321,22,48,38
21322,22,48,39
21323,22,48,40
21324,22,48,41
21325,22,48,42
21326,22,48,43
21327,22,48,44
21328,22,48,45
21329,22,48,46
21330,22,48,47
21331,22,49,16
21332,22,49,17
21333,22,49,18
21334,22,49,19
21335,22,49,20
21336,22,49,21
21337,22,49,22
21338,22,49,23
21339,22,49,24
21340,22,49,25
21341,22,49,26
21342,22,49,27
21343,22,49,28
21344,22,49,29
21345,22,49,30
21346,22,49,31
21347,22,49,32
21348,22,49,33
21349,22,49,34
21350,22,49,35
21351,22,49,36
21352,22,49,37
21353,22,49,38
21354,22,49,39
21355,22,49,40
21356,22,49,41
21357,22,49,42
21358,22,49,43
21359,22,49,44
21360,22,49,45
21361,22,49,46
21362,22,50,16
21363,22,50,17
21364,22,50,18
21365,22,50,19
21366,22,50,20
21367,22,50,21
21368,22,50,22
21369,22,50,23
21370,22,50,24
21371,22,50,25
21372,22,50,26
21373,22,50,27
21374,22,50,28
21375,22,50,29
21376,22,50,30
21377,22,50,31
21378,22,50,32
21379,22,50,33
21380,22,50,34
21381,22,50,35
21382,22,50,36
21383,22,50,37
21384,22,50,38
21385,22,50,39
21386,22,50,40
21387,22,50,41
21388,22,50,42
21389,22,50,43
21390,22,50,44
21391,22,50,45
21392,22,51,16
21393,22,51,17
21394,22,51,18
21395,22,51,19
21396,22,51,20
21397,22,51,21
21398,22,51,22
21399,22,51,23
