Voxel_Number,X,Y,Z
33708,28,56,27
33709,28,56,28
33710,28,56,29
33711,28,56,30
33712,28,56,31
33713,28,56,32
33714,28,56,33
33715,28,56,34
33716,28,56,35
33717,28,56,36
33718,28,56,37
33719,28,56,38
33720,28,56,39
33721,28,56,40
33722,28,56,41
33723,28,56,42
33724,28,57,13
33725,28,57,14
33726,28,57,15
33727,28,57,16
33728,28,57,17
33729,28,57,18
33730,28,57,19
33731,28,57,20
33732,28,57,21
33733,28,57,22
33734,28,57,23
33735,28,57,24
33736,28,57,25
33737,28,57,26
33738,28,57,27
33739,28,57,28
33740,28,57,29
33741,28,57,30
33742,28,57,31
33743,28,57,32
33744,28,57,33
33745,28,57,34
33746,28,57,35
33747,28,57,36
33748,28,57,37
33749,28,57,38
33750,28,57,39
33751,28,57,40
33752,28,57,41
33753,28,57,42
33754,28,58,13
33755,28,58,14
33756,28,58,15
33757,28,58,16
33758,28,58,17
33759,28,58,18
33760,28,58,19
33761,28,58,20
33762,28,58,21
33763,28,58,22
33764,28,58,23
33765,28,58,24
33766,28,58,25
33767,28,58,26
33768,28,58,27
33769,28,58,28
33770,28,58,29
33771,28,58,30
33772,28,58,31
33773,28,58,32
33774,28,58,33
33775,28,58,34
33776,28,58,35
33777,28,58,36
33778,28,58,37
33779,28,58,38
33780,28,58,39
33781,28,58,40
33782,28,58,41
33783,28,58,42
33784,28,59,14
33785,28,59,15
33786,28,59,16
33787,28,59,17
33788,28,59,18
33789,28,59,19
33790,28,59,20
33791,28,59,21
33792,28,59,22
33793,28,59,23
33794,28,59,24
33795,28,59,25
33796,28,59,26
33797,28,59,27
33798,28,59,28
33799,28,59,29
33800,28,59,30
33801,28,59,31
33802,28,59,32
33803,28,59,33
33804,28,59,34
33805,28,59,35
33806,28,59,36
33807,28,59,37
33808,28,59,38
33809,28,59,39
33810,28,59,40
33811,28,59,41
33812,28,59,42
33813,28,60,14
33814,28,60,15
33815,28,60,16
33816,28,60,17
33817,28,60,18
33818,28,60,19
33819,28,60,20
33820,28,60,21
33821,28,60,22
33822,28,60,23
33823,28,60,24
33824,28,60,25
33825,28,60,26
33826,28,60,27
33827,28,60,28
33828,28,60,29
33829,28,60,30
33830,28,60,31
33831,28,60,32
33832,28,60,33
33833,28,60,34
33834,28,60,35
33835,28,60,36
33836,28,60,37
33837,28,60,38
33838,28,60,39
33839,28,60,40
33840,28,61,14
33841,28,61,15
33842,28,61,16
33843,28,61,17
33844,28,61,18
33845,28,61,19
33846,28,61,20
33847,28,61,21
33848,28,61,22
33849,28,61,23
33850,28,61,24
33851,28,61,25
33852,28,61,26
33853,28,61,27
33854,28,61,28
33855,28,61,29
33856,28,61,30
33857,28,61,31
33858,28,61,32
33859,28,61,33
33860,28,61,34
33861,28,61,35
33862,28,61,36
33863,28,61,37
33864,28,61,38
33865,28,61,39
33866,28,62,15
33867,28,62,16
33868,28,62,17
33869,28,62,18
33870,28,62,19
33871,28,62,20
33872,28,62,21
33873,28,62,22
33874,28,62,23
33875,28,62,24
33876,28,62,25
33877,28,62,26
33878,28,62,27
33879,28,62,28
33880,28,62,29
33881,28,62,30
33882,28,62,31
33883,28,62,32
33884,28,62,33
33885,28,62,34
33886,28,62,35
33887,28,62,36
33888,28,62,37
33889,28,62,38
33890,28,62,39
33891,28,63,15
33892,28,63,16
33893,28,63,17
33894,28,63,18
33895,28,63,19
33896,28,63,20
33897,28,63,21
33898,28,63,22
33899,28,63,23
33900,28,63,24
33901,28,63,25
33902,28,63,26
33903,28,63,27
33904,28,63,28
33905,28,63,29
33906,28,63,30
33907,28,63,31
33908,28,63,32
33909,28,63,33
33910,28,63,34
33911,28,63,35
33912,28,63,36
33913,28,63,37
33914,28,64,16
33915,28,64,17
33916,28,64,18
33917,28,64,19
33918,28,64,20
33919,28,64,21
33920,28,64,22
33921,28,64,23
33922,28,64,24
33923,28,64,25
33924,28,64,26
33925,28,64,27
33926,28,64,28
33927,28,64,29
33928,28,64,30
33929,28,64,31
33930,28,64,32
33931,28,64,33
33932,28,64,34
33933,28,64,35
33934,28,64,36
33935,28,65,17
33936,28,65,18
33937,28,65,19
33938,28,65,20
33939,28,65,21
33940,28,65,22
33941,28,65,23
33942,28,65,24
33943,28,65,25
33944,28,65,26
33945,28,65,27
33946,28,65,28
33947,28,65,29
33948,28,65,30
33949,28,65,31
33950,28,65,32
33951,28,65,33
33952,28,66,21
33953,28,66,22
33954,28,66,23
33955,28,66,24
33956,28,66,25
33957,28,66,26
33958,28,66,27
33959,28,66,28
33960,28,66,29
33961,28,67,23
33962,28,67,24
33963,28,67,25
33964,29,7,22
33965,29,7,23
33966,29,7,24
33967,29,8,20
33968,29,8,21
33969,29,8,22
33970,29,8,23
33971,29,8,24
33972,29,8,25
33973,29,8,26
33974,29,8,27
33975,29,8,28
33976,29,8,29
33977,29,9,17
33978,29,9,18
33979,29,9,19
33980,29,9,20
33981,29,9,21
33982,29,9,22
33983,29,9,23
33984,29,9,24
33985,29,9,25
33986,29,9,26
33987,29,9,27
33988,29,9,28
33989,29,9,29
33990,29,10,16
33991,29,10,17
33992,29,10,18
33993,29,10,19
33994,29,10,20
33995,29,10,21
33996,29,10,22
33997,29,10,23
33998,29,10,24
33999,29,10,25
34000,29,10,26
34001,29,10,27
34002,29,10,28
34003,29,10,29
34004,29,10,30
34005,29,10,31
34006,29,10,32
34007,29,10,33
34008,29,10,34
34009,29,11,16
34010,29,11,17
34011,29,11,18
34012,29,11,19
34013,29,11,20
34014,29,11,21
34015,29,11,22
34016,29,11,23
34017,29,11,24
34018,29,11,25
34019,29,11,26
34020,29,11,27
34021,29,11,28
34022,29,11,29
34023,29,11,30
34024,29,11,31
34025,29,11,32
34026,29,11,33
34027,29,11,34
34028,29,11,35
34029,29,12,16
34030,29,12,17
34031,29,12,18
34032,29,12,19
34033,29,12,20
34034,29,12,21
34035,29,12,22
34036,29,12,23
34037,29,12,24
34038,29,12,25
34039,29,12,26
34040,29,12,27
34041,29,12,28
34042,29,12,29
34043,29,12,30
34044,29,12,31
34045,29,12,32
34046,29,12,33
34047,29,12,34
34048,29,12,35
34049,29,12,36
34050,29,13,17
34051,29,13,18
34052,29,13,19
34053,29,13,20
34054,29,13,21
34055,29,13,22
34056,29,13,23
34057,29,13,24
34058,29,13,25
34059,29,13,26
34060,29,13,27
34061,29,13,28
34062,29,13,29
34063,29,13,30
34064,29,13,31
34065,29,13,32
34066,29,13,33
34067,29,13,34
34068,29,13,35
34069,29,13,36
34070,29,14,17
34071,29,14,18
34072,29,14,19
34073,29,14,20
34074,29,14,21
34075,29,14,22
34076,29,14,23
34077,29,14,24
34078,29,14,25
34079,29,14,26
34080,29,14,27
34081,29,14,28
34082,29,14,29
34083,29,14,30
34084,29,14,31
34085,29,14,32
34086,29,14,33
34087,29,14,34
34088,29,14,35
34089,29,14,36
34090,29,14,37
34091,29,15,17
34092,29,15,18
34093,29,15,19
34094,29,15,20
34095,29,15,21
34096,29,15,22
34097,29,15,23
34098,29,15,24
34099,29,15,25
34100,29,15,26
34101,29,15,27
34102,29,15,28
34103,29,15,29
34104,29,15,30
34105,29,15,31
34106,29,15,32
34107,29,15,33
34108,29,15,34
34109,29,15,35
34110,29,15,36
34111,29,16,18
34112,29,16,19
34113,29,16,20
34114,29,16,21
34115,29,16,22
34116,29,16,23
34117,29,16,24
34118,29,16,25
34119,29,16,26
34120,29,16,27
34121,29,16,28
34122,29,16,29
34123,29,16,30
34124,29,16,31
34125,29,16,32
34126,29,16,33
34127,29,16,34
34128,29,16,35
34129,29,16,36
34130,29,16,37
34131,29,16,40
34132,29,16,41
34133,29,16,42
34134,29,17,19
34135,29,17,20
34136,29,17,21
34137,29,17,22
34138,29,17,23
34139,29,17,24
34140,29,17,25
34141,29,17,26
34142,29,17,27
34143,29,17,28
34144,29,17,29
34145,29,17,30
34146,29,17,31
34147,29,17,32
34148,29,17,33
34149,29,17,34
34150,29,17,35
34151,29,17,36
34152,29,17,37
34153,29,17,38
34154,29,17,39
34155,29,17,40
34156,29,17,41
34157,29,17,42
34158,29,17,43
34159,29,18,9
34160,29,18,10
34161,29,18,11
34162,29,18,12
34163,29,18,13
34164,29,18,14
34165,29,18,15
34166,29,18,16
34167,29,18,17
34168,29,18,19
34169,29,18,20
34170,29,18,21
34171,29,18,22
34172,29,18,23
34173,29,18,24
34174,29,18,25
34175,29,18,26
34176,29,18,27
34177,29,18,28
34178,29,18,29
34179,29,18,30
34180,29,18,31
34181,29,18,32
34182,29,18,33
34183,29,18,34
34184,29,18,35
34185,29,18,36
34186,29,18,37
34187,29,18,38
34188,29,18,39
34189,29,18,40
34190,29,18,41
34191,29,18,42
34192,29,18,43
34193,29,18,44
34194,29,18,45
34195,29,19,8
34196,29,19,9
34197,29,19,10
34198,29,19,11
34199,29,19,12
34200,29,19,13
34201,29,19,14
34202,29,19,15
34203,29,19,16
34204,29,19,17
34205,29,19,18
34206,29,19,19
34207,29,19,22
34208,29,19,23
34209,29,19,24
34210,29,19,25
34211,29,19,26
34212,29,19,27
34213,29,19,28
34214,29,19,29
34215,29,19,30
34216,29,19,31
34217,29,19,32
34218,29,19,33
34219,29,19,34
34220,29,19,35
34221,29,19,36
34222,29,19,37
34223,29,19,38
34224,29,19,39
34225,29,19,40
34226,29,19,41
34227,29,19,42
34228,29,19,43
34229,29,19,44
34230,29,19,45
34231,29,19,46
34232,29,20,8
34233,29,20,9
34234,29,20,10
34235,29,20,11
34236,29,20,12
34237,29,20,13
34238,29,20,14
34239,29,20,15
34240,29,20,16
34241,29,20,17
34242,29,20,18
34243,29,20,19
34244,29,20,20
34245,29,20,21
34246,29,20,23
34247,29,20,24
34248,29,20,25
34249,29,20,26
34250,29,20,27
34251,29,20,28
34252,29,20,29
34253,29,20,30
34254,29,20,31
34255,29,20,32
34256,29,20,33
34257,29,20,34
34258,29,20,35
34259,29,20,36
34260,29,20,37
34261,29,20,38
34262,29,20,39
34263,29,20,40
34264,29,20,41
34265,29,20,42
34266,29,20,43
34267,29,20,44
34268,29,20,45
34269,29,20,46
34270,29,20,47
34271,29,21,4
34272,29,21,5
34273,29,21,6
34274,29,21,7
34275,29,21,8
34276,29,21,9
34277,29,21,10
34278,29,21,11
34279,29,21,12
34280,29,21,13
34281,29,21,14
34282,29,21,15
34283,29,21,16
34284,29,21,17
34285,29,21,18
34286,29,21,19
34287,29,21,20
34288,29,21,21
34289,29,21,22
34290,29,21,23
34291,29,21,25
34292,29,21,26
34293,29,21,27
34294,29,21,28
34295,29,21,29
34296,29,21,30
34297,29,21,31
34298,29,21,32
34299,29,21,33
34300,29,21,34
34301,29,21,35
34302,29,21,36
34303,29,21,37
34304,29,21,38
34305,29,21,39
34306,29,21,40
34307,29,21,41
34308,29,21,42
34309,29,21,43
34310,29,21,44
34311,29,21,45
34312,29,21,46
34313,29,21,47
34314,29,21,48
34315,29,22,4
34316,29,22,5
34317,29,22,6
34318,29,22,7
34319,29,22,8
34320,29,22,9
34321,29,22,10
34322,29,22,11
34323,29,22,12
34324,29,22,13
34325,29,22,14
34326,29,22,15
34327,29,22,16
34328,29,22,17
34329,29,22,18
34330,29,22,19
34331,29,22,20
34332,29,22,21
34333,29,22,22
34334,29,22,23
34335,29,22,24
34336,29,22,25
34337,29,22,26
34338,29,22,27
34339,29,22,28
34340,29,22,29
34341,29,22,30
34342,29,22,31
34343,29,22,32
34344,29,22,33
34345,29,22,34
34346,29,22,35
34347,29,22,36
34348,29,22,37
34349,29,22,38
34350,29,22,39
34351,29,22,40
34352,29,22,41
34353,29,22,42
34354,29,22,43
34355,29,22,44
34356,29,22,45
34357,29,22,46
34358,29,22,47
34359,29,22,48
34360,29,23,3
34361,29,23,4
34362,29,23,5
34363,29,23,6
34364,29,23,7
34365,29,23,8
34366,29,23,9
34367,29,23,10
34368,29,23,11
34369,29,23,12
34370,29,23,13
34371,29,23,14
34372,29,23,15
34373,29,23,16
34374,29,23,17
34375,29,23,18
34376,29,23,19
34377,29,23,20
34378,29,23,21
34379,29,23,22
34380,29,23,23
34381,29,23,24
34382,29,23,25
34383,29,23,26
34384,29,23,27
34385,29,23,28
34386,29,23,29
34387,29,23,30
34388,29,23,31
34389,29,23,32
34390,29,23,33
34391,29,23,34
34392,29,23,35
34393,29,23,36
34394,29,23,37
34395,29,23,38
34396,29,23,39
34397,29,23,40
34398,29,23,41
34399,29,23,42
34400,29,23,43
34401,29,23,44
34402,29,23,45
34403,29,23,46
34404,29,23,47
34405,29,23,48
34406,29,24,3
34407,29,24,4
34408,29,24,5
34409,29,24,6
34410,29,24,7
34411,29,24,8
34412,29,24,9
34413,29,24,10
34414,29,24,11
34415,29,24,12
34416,29,24,13
34417,29,24,14
34418,29,24,15
34419,29,24,16
34420,29,24,17
34421,29,24,18
34422,29,24,19
34423,29,24,20
34424,29,24,21
34425,29,24,22
34426,29,24,23
34427,29,24,26
34428,29,24,27
34429,29,24,28
34430,29,24,29
34431,29,24,30
34432,29,24,31
34433,29,24,32
34434,29,24,33
34435,29,24,34
34436,29,24,35
34437,29,24,36
34438,29,24,37
34439,29,24,38
34440,29,24,39
34441,29,24,40
34442,29,24,41
34443,29,24,42
34444,29,24,43
34445,29,24,44
34446,29,24,45
34447,29,24,46
34448,29,24,47
34449,29,24,48
34450,29,25,0
34451,29,25,1
34452,29,25,2
34453,29,25,3
34454,29,25,4
34455,29,25,5
34456,29,25,6
34457,29,25,7
34458,29,25,8
34459,29,25,9
34460,29,25,10
34461,29,25,11
34462,29,25,12
34463,29,25,13
34464,29,25,14
34465,29,25,15
34466,29,25,16
34467,29,25,17
34468,29,25,18
34469,29,25,19
34470,29,25,20
34471,29,25,21
34472,29,25,22
34473,29,25,23
34474,29,25,27
34475,29,25,28
34476,29,25,29
34477,29,25,30
34478,29,25,31
34479,29,25,32
34480,29,25,33
34481,29,25,34
34482,29,25,35
34483,29,25,36
34484,29,25,37
34485,29,25,38
34486,29,25,39
34487,29,25,40
34488,29,25,41
34489,29,25,42
34490,29,25,43
34491,29,25,44
34492,29,25,45
34493,29,25,46
34494,29,25,47
34495,29,25,48
34496,29,26,0
34497,29,26,1
34498,29,26,2
34499,29,26,3
34500,29,26,4
34501,29,26,5
34502,29,26,6
34503,29,26,7
34504,29,26,8
34505,29,26,9
34506,29,26,10
34507,29,26,11
34508,29,26,12
34509,29,26,13
34510,29,26,14
34511,29,26,15
34512,29,26,16
34513,29,26,17
34514,29,26,18
34515,29,26,19
34516,29,26,20
34517,29,26,21
34518,29,26,22
34519,29,26,23
34520,29,26,27
34521,29,26,28
34522,29,26,29
34523,29,26,30
34524,29,26,31
34525,29,26,32
34526,29,26,33
34527,29,26,34
34528,29,26,35
34529,29,26,36
34530,29,26,37
34531,29,26,38
34532,29,26,39
34533,29,26,40
34534,29,26,41
34535,29,26,42
34536,29,26,43
34537,29,26,44
34538,29,26,45
34539,29,26,46
34540,29,26,47
34541,29,26,48
34542,29,27,0
34543,29,27,1
34544,29,27,2
34545,29,27,3
34546,29,27,4
34547,29,27,5
34548,29,27,6
34549,29,27,7
34550,29,27,8
34551,29,27,9
34552,29,27,10
34553,29,27,11
34554,29,27,12
34555,29,27,13
34556,29,27,14
34557,29,27,15
34558,29,27,16
34559,29,27,17
34560,29,27,18
34561,29,27,19
34562,29,27,20
34563,29,27,21
34564,29,27,22
34565,29,27,26
34566,29,27,27
34567,29,27,28
34568,29,27,29
34569,29,27,30
34570,29,27,31
34571,29,27,32
34572,29,27,33
34573,29,27,34
34574,29,27,35
34575,29,27,36
34576,29,27,37
34577,29,27,38
34578,29,27,39
34579,29,27,40
34580,29,27,41
34581,29,27,42
34582,29,27,43
34583,29,27,44
34584,29,27,45
34585,29,27,46
34586,29,27,47
34587,29,27,49
34588,29,27,50
34589,29,28,0
34590,29,28,1
34591,29,28,2
34592,29,28,3
34593,29,28,4
34594,29,28,5
34595,29,28,6
34596,29,28,7
34597,29,28,8
34598,29,28,9
34599,29,28,10
34600,29,28,11
34601,29,28,12
34602,29,28,13
34603,29,28,14
34604,29,28,15
34605,29,28,16
34606,29,28,17
34607,29,28,18
34608,29,28,19
34609,29,28,20
34610,29,28,21
34611,29,28,22
34612,29,28,25
34613,29,28,26
34614,29,28,27
34615,29,28,28
34616,29,28,29
34617,29,28,30
34618,29,28,31
34619,29,28,32
34620,29,28,33
34621,29,28,34
34622,29,28,35
34623,29,28,36
34624,29,28,37
34625,29,28,38
34626,29,28,39
34627,29,28,40
34628,29,28,41
34629,29,28,42
34630,29,28,43
34631,29,28,44
34632,29,28,45
34633,29,28,46
34634,29,28,47
34635,29,28,48
34636,29,28,49
34637,29,28,50
34638,29,28,51
34639,29,29,0
34640,29,29,1
34641,29,29,2
34642,29,29,3
34643,29,29,4
34644,29,29,5
34645,29,29,6
34646,29,29,7
34647,29,29,8
34648,29,29,9
34649,29,29,10
34650,29,29,11
34651,29,29,12
34652,29,29,13
34653,29,29,14
34654,29,29,15
34655,29,29,16
34656,29,29,17
34657,29,29,18
34658,29,29,19
34659,29,29,20
34660,29,29,21
34661,29,29,22
34662,29,29,25
34663,29,29,26
34664,29,29,27
34665,29,29,28
34666,29,29,29
34667,29,29,30
34668,29,29,31
34669,29,29,32
34670,29,29,33
34671,29,29,34
34672,29,29,35
34673,29,29,36
34674,29,29,37
34675,29,29,38
34676,29,29,39
34677,29,29,40
34678,29,29,41
34679,29,29,42
34680,29,29,43
34681,29,29,44
34682,29,29,45
34683,29,29,46
34684,29,29,47
34685,29,29,48
34686,29,29,49
34687,29,29,50
34688,29,29,51
34689,29,30,0
34690,29,30,1
34691,29,30,2
34692,29,30,3
34693,29,30,4
34694,29,30,5
34695,29,30,6
34696,29,30,7
34697,29,30,8
34698,29,30,9
34699,29,30,10
34700,29,30,11
34701,29,30,12
34702,29,30,13
34703,29,30,14
34704,29,30,15
34705,29,30,16
34706,29,30,17
34707,29,30,18
34708,29,30,19
34709,29,30,20
34710,29,30,21
34711,29,30,22
34712,29,30,23
34713,29,30,24
34714,29,30,25
34715,29,30,26
34716,29,30,27
34717,29,30,28
34718,29,30,29
34719,29,30,30
34720,29,30,31
34721,29,30,32
34722,29,30,33
34723,29,30,34
34724,29,30,35
34725,29,30,36
34726,29,30,37
34727,29,30,38
34728,29,30,39
34729,29,30,40
34730,29,30,41
34731,29,30,42
34732,29,30,43
34733,29,30,44
34734,29,30,45
34735,29,30,46
34736,29,30,47
34737,29,30,48
34738,29,30,49
34739,29,30,50
34740,29,30,51
34741,29,31,3
34742,29,31,4
34743,29,31,5
34744,29,31,6
34745,29,31,7
34746,29,31,8
34747,29,31,9
34748,29,31,10
34749,29,31,11
34750,29,31,12
34751,29,31,13
34752,29,31,14
34753,29,31,15
34754,29,31,16
34755,29,31,17
34756,29,31,18
34757,29,31,19
34758,29,31,20
34759,29,31,21
34760,29,31,22
34761,29,31,23
34762,29,31,24
34763,29,31,26
34764,29,31,27
34765,29,31,28
34766,29,31,29
34767,29,31,30
34768,29,31,31
34769,29,31,32
34770,29,31,33
34771,29,31,34
34772,29,31,35
34773,29,31,36
34774,29,31,37
34775,29,31,38
34776,29,31,39
34777,29,31,40
34778,29,31,41
34779,29,31,42
34780,29,31,43
34781,29,31,44
34782,29,31,45
34783,29,31,46
34784,29,31,47
34785,29,31,48
34786,29,31,49
34787,29,31,50
34788,29,31,51
34789,29,32,4
34790,29,32,5
34791,29,32,6
34792,29,32,7
34793,29,32,8
34794,29,32,9
34795,29,32,10
34796,29,32,11
34797,29,32,12
34798,29,32,13
34799,29,32,14
34800,29,32,15
34801,29,32,16
34802,29,32,17
34803,29,32,18
34804,29,32,19
34805,29,32,20
34806,29,32,21
34807,29,32,22
34808,29,32,23
34809,29,32,24
34810,29,32,28
34811,29,32,29
34812,29,32,30
34813,29,32,31
34814,29,32,32
34815,29,32,33
34816,29,32,34
34817,29,32,35
34818,29,32,36
34819,29,32,37
34820,29,32,38
34821,29,32,39
34822,29,32,40
34823,29,32,41
34824,29,32,42
34825,29,32,43
34826,29,32,44
34827,29,32,45
34828,29,32,46
34829,29,32,47
34830,29,32,48
34831,29,32,49
34832,29,32,50
34833,29,32,51
34834,29,33,7
34835,29,33,8
34836,29,33,9
34837,29,33,10
34838,29,33,11
34839,29,33,12
34840,29,33,13
34841,29,33,14
34842,29,33,15
34843,29,33,16
34844,29,33,17
34845,29,33,18
34846,29,33,19
34847,29,33,20
34848,29,33,21
34849,29,33,22
34850,29,33,23
34851,29,33,24
34852,29,33,25
34853,29,33,28
34854,29,33,29
34855,29,33,30
34856,29,33,31
34857,29,33,32
34858,29,33,33
34859,29,33,34
34860,29,33,35
34861,29,33,36
34862,29,33,37
34863,29,33,38
34864,29,33,39
34865,29,33,40
34866,29,33,41
34867,29,33,42
34868,29,33,43
34869,29,33,44
34870,29,33,45
34871,29,33,46
34872,29,33,47
34873,29,33,48
34874,29,33,49
34875,29,33,50
34876,29,33,51
34877,29,34,7
34878,29,34,8
34879,29,34,9
34880,29,34,10
34881,29,34,11
34882,29,34,12
34883,29,34,13
34884,29,34,14
34885,29,34,15
34886,29,34,16
34887,29,34,17
34888,29,34,18
34889,29,34,19
34890,29,34,20
34891,29,34,21
34892,29,34,22
34893,29,34,23
34894,29,34,24
34895,29,34,25
34896,29,34,26
34897,29,34,27
34898,29,34,28
34899,29,34,29
34900,29,34,30
34901,29,34,31
34902,29,34,32
34903,29,34,33
34904,29,34,34
34905,29,34,35
34906,29,34,36
34907,29,34,37
34908,29,34,38
34909,29,34,39
34910,29,34,40
34911,29,34,41
34912,29,34,42
34913,29,34,43
34914,29,34,44
34915,29,34,45
34916,29,34,46
34917,29,34,47
34918,29,34,48
34919,29,34,49
34920,29,34,50
34921,29,34,51
34922,29,35,8
34923,29,35,9
34924,29,35,10
34925,29,35,11
34926,29,35,12
34927,29,35,13
34928,29,35,14
34929,29,35,15
34930,29,35,16
34931,29,35,17
34932,29,35,18
34933,29,35,19
34934,29,35,20
34935,29,35,21
34936,29,35,22
34937,29,35,23
34938,29,35,24
34939,29,35,25
34940,29,35,26
34941,29,35,27
34942,29,35,28
34943,29,35,29
34944,29,35,30
34945,29,35,31
34946,29,35,32
34947,29,35,33
34948,29,35,34
34949,29,35,35
34950,29,35,36
34951,29,35,37
34952,29,35,38
34953,29,35,39
34954,29,35,40
34955,29,35,41
34956,29,35,42
34957,29,35,43
34958,29,35,44
34959,29,35,45
34960,29,35,46
34961,29,35,47
34962,29,35,48
34963,29,35,49
34964,29,35,50
34965,29,36,9
34966,29,36,10
34967,29,36,11
34968,29,36,12
34969,29,36,13
34970,29,36,14
34971,29,36,15
34972,29,36,16
34973,29,36,17
34974,29,36,18
34975,29,36,19
34976,29,36,20
34977,29,36,21
34978,29,36,22
34979,29,36,23
34980,29,36,24
34981,29,36,25
34982,29,36,26
34983,29,36,27
34984,29,36,28
34985,29,36,29
34986,29,36,30
34987,29,36,31
34988,29,36,32
34989,29,36,33
34990,29,36,34
34991,29,36,35
34992,29,36,36
34993,29,36,37
34994,29,36,38
34995,29,36,39
34996,29,36,40
34997,29,36,41
34998,29,36,42
34999,29,36,43
35000,29,36,44
35001,29,36,45
35002,29,36,46
35003,29,36,47
35004,29,36,48
35005,29,36,49
35006,29,36,50
35007,29,37,11
35008,29,37,12
35009,29,37,13
35010,29,37,14
35011,29,37,15
35012,29,37,16
35013,29,37,17
35014,29,37,18
35015,29,37,19
35016,29,37,20
35017,29,37,21
35018,29,37,22
35019,29,37,23
35020,29,37,24
35021,29,37,25
35022,29,37,26
35023,29,37,27
35024,29,37,28
35025,29,37,29
35026,29,37,30
35027,29,37,31
35028,29,37,32
35029,29,37,33
35030,29,37,34
35031,29,37,35
35032,29,37,36
35033,29,37,37
35034,29,37,38
35035,29,37,39
35036,29,37,40
35037,29,37,41
35038,29,37,42
35039,29,37,43
35040,29,37,44
35041,29,37,45
35042,29,37,46
35043,29,37,47
35044,29,37,48
35045,29,37,49
35046,29,37,50
35047,29,38,15
35048,29,38,16
35049,29,38,17
35050,29,38,18
35051,29,38,19
35052,29,38,20
35053,29,38,21
35054,29,38,22
35055,29,38,23
35056,29,38,24
35057,29,38,25
35058,29,38,26
35059,29,38,27
35060,29,38,28
35061,29,38,29
35062,29,38,30
35063,29,38,31
35064,29,38,32
35065,29,38,33
35066,29,38,34
35067,29,38,35
35068,29,38,36
35069,29,38,37
35070,29,38,38
35071,29,38,39
35072,29,38,40
35073,29,38,41
35074,29,38,42
35075,29,38,43
35076,29,38,44
35077,29,38,45
35078,29,38,46
35079,29,38,47
35080,29,38,48
35081,29,38,49
35082,29,38,50
35083,29,39,18
35084,29,39,19
35085,29,39,20
35086,29,39,21
35087,29,39,22
35088,29,39,23
35089,29,39,24
35090,29,39,25
35091,29,39,26
35092,29,39,27
35093,29,39,28
35094,29,39,29
35095,29,39,30
35096,29,39,31
35097,29,39,32
35098,29,39,33
35099,29,39,34
35100,29,39,35
35101,29,39,36
35102,29,39,37
35103,29,39,38
35104,29,39,39
35105,29,39,40
35106,29,39,41
35107,29,39,42
35108,29,39,43
35109,29,39,44
35110,29,39,45
35111,29,39,46
35112,29,39,47
35113,29,39,48
35114,29,39,49
35115,29,40,17
35116,29,40,18
35117,29,40,19
35118,29,40,20
35119,29,40,21
35120,29,40,22
35121,29,40,23
35122,29,40,24
35123,29,40,25
35124,29,40,26
35125,29,40,27
35126,29,40,28
35127,29,40,29
35128,29,40,30
35129,29,40,31
35130,29,40,32
35131,29,40,33
35132,29,40,34
35133,29,40,35
35134,29,40,36
35135,29,40,37
35136,29,40,38
35137,29,40,39
35138,29,40,40
35139,29,40,41
35140,29,40,42
35141,29,40,43
35142,29,40,44
35143,29,40,45
35144,29,40,46
35145,29,40,47
35146,29,40,48
35147,29,40,49
35148,29,41,17
35149,29,41,18
35150,29,41,19
35151,29,41,20
35152,29,41,21
35153,29,41,22
35154,29,41,23
35155,29,41,24
35156,29,41,25
35157,29,41,26
35158,29,41,27
35159,29,41,28
35160,29,41,29
35161,29,41,30
35162,29,41,31
35163,29,41,32
35164,29,41,33
35165,29,41,34
35166,29,41,35
35167,29,41,36
35168,29,41,37
35169,29,41,38
35170,29,41,39
35171,29,41,40
35172,29,41,41
35173,29,41,42
35174,29,41,43
35175,29,41,44
35176,29,41,45
35177,29,41,46
35178,29,41,47
35179,29,41,48
35180,29,41,49
35181,29,42,17
35182,29,42,18
35183,29,42,19
35184,29,42,20
35185,29,42,21
35186,29,42,22
35187,29,42,23
35188,29,42,24
35189,29,42,25
35190,29,42,26
35191,29,42,27
35192,29,42,28
35193,29,42,29
35194,29,42,30
35195,29,42,31
35196,29,42,32
35197,29,42,33
35198,29,42,34
35199,29,42,35
35200,29,42,36
35201,29,42,37
35202,29,42,38
35203,29,42,39
35204,29,42,40
35205,29,42,41
35206,29,42,42
35207,29,42,43
35208,29,42,44
35209,29,42,45
35210,29,42,46
35211,29,42,47
35212,29,42,48
35213,29,42,49
35214,29,43,17
35215,29,43,18
35216,29,43,19
35217,29,43,20
35218,29,43,21
35219,29,43,22
35220,29,43,23
35221,29,43,24
35222,29,43,25
35223,29,43,26
35224,29,43,27
35225,29,43,28
35226,29,43,29
35227,29,43,30
35228,29,43,31
35229,29,43,32
35230,29,43,33
35231,29,43,34
35232,29,43,35
35233,29,43,36
35234,29,43,37
35235,29,43,38
35236,29,43,39
35237,29,43,40
35238,29,43,41
35239,29,43,42
35240,29,43,43
35241,29,43,44
35242,29,43,45
35243,29,43,46
35244,29,43,47
35245,29,43,48
35246,29,43,49
35247,29,44,19
35248,29,44,20
35249,29,44,21
35250,29,44,22
35251,29,44,23
35252,29,44,24
35253,29,44,25
35254,29,44,26
35255,29,44,27
35256,29,44,28
35257,29,44,29
35258,29,44,30
35259,29,44,31
35260,29,44,32
